"question_id","case_id","image_id","image_path","primary_type","subtype","difficulty","question_en","question_zh","answer","answer_type"
"qa_v7c_000170","img_0381","train__d1_autockt_-157_png.rf.faa2457020e11118cf7957b9a7a0fd4b","images/img_0381.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000171","img_0359","train__d1_autockt_-162_png.rf.c4862eec77a29de4b90e9e9e3d53a8d4","images/img_0359.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000172","img_0359","train__d1_autockt_-162_png.rf.c4862eec77a29de4b90e9e9e3d53a8d4","images/img_0359.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 3rd resistor from the left and the right terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的上端与从左到右第2个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000173","img_0251","train__d1_autockt_-163_png.rf.e05478c4f718206b1ba145723be6e464","images/img_0251.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 3rd resistor from the left and the right terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的上端与从左到右第2个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000174","img_0251","train__d1_autockt_-163_png.rf.e05478c4f718206b1ba145723be6e464","images/img_0251.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 3rd resistor from the left and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的上端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000175","img_0046","train__d1_autockt_-176_png.rf.9d18276e947642b313f8b194479caa96","images/img_0046.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the voltage source in the diagram and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的右端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000176","img_0046","train__d1_autockt_-176_png.rf.9d18276e947642b313f8b194479caa96","images/img_0046.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000177","img_0158","train__d1_autockt_-178_png.rf.6e8e76540774f195a7a26d81497a19ca","images/img_0158.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd inductor from the top and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电感的左端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000178","img_0158","train__d1_autockt_-178_png.rf.6e8e76540774f195a7a26d81497a19ca","images/img_0158.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 3rd resistor from the left and the lower terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的下端与从左到右第1个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000179","img_0119","train__d1_autockt_-181_png.rf.27562d0a9a3d928425895b6474b448cc","images/img_0119.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the left terminal of the 1st current source from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与从左到右第1个电流源的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000180","img_0119","train__d1_autockt_-181_png.rf.27562d0a9a3d928425895b6474b448cc","images/img_0119.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the left terminal of the 1st current source from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与从左到右第1个电流源的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000181","img_0100","train__d1_autockt_-183_png.rf.e279e82606bf281c709fc9c53f80e739","images/img_0100.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the right terminal of the 2nd current source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与从上到下第2个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000182","img_0100","train__d1_autockt_-183_png.rf.e279e82606bf281c709fc9c53f80e739","images/img_0100.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the upper terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与从左到右第2个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000183","img_0027","train__d1_autockt_-185_png.rf.cdbeabe0ea76f342426a179191398cae","images/img_0027.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the left terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与从左到右第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000184","img_0027","train__d1_autockt_-185_png.rf.cdbeabe0ea76f342426a179191398cae","images/img_0027.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the capacitor in the diagram and the lower terminal of the 2nd voltage source from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的左端与从左到右第2个电压源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000185","img_0209","train__d1_autockt_-186_png.rf.b832966fc1ffa8a317d9c65c2b2a3700","images/img_0209.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the right terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与从左到右第2个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000186","img_0209","train__d1_autockt_-186_png.rf.b832966fc1ffa8a317d9c65c2b2a3700","images/img_0209.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the lower terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与从左到右第1个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000187","img_0083","train__d1_autockt_-197_png.rf.3398024521496010fc964ed00cd6d6b7","images/img_0083.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd voltage source from the left and the left terminal of the 2nd resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电压源的下端与从上到下第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000188","img_0083","train__d1_autockt_-197_png.rf.3398024521496010fc964ed00cd6d6b7","images/img_0083.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd inductor from the left and the left terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电感的上端与从上到下第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000189","img_0298","train__d1_autockt_-201_png.rf.55106b117ccb380bc2541978a8b6049c","images/img_0298.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000190","img_0298","train__d1_autockt_-201_png.rf.55106b117ccb380bc2541978a8b6049c","images/img_0298.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 3rd resistor from the left and the lower terminal of the 2nd capacitor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的下端与从上到下第2个电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000191","img_0260","train__d1_autockt_-205_png.rf.5dc0799f6829932f2b57f142daeb4dc5","images/img_0260.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st voltage source from the left and the left terminal of the 2nd resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电压源的下端与从上到下第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000192","img_0260","train__d1_autockt_-205_png.rf.5dc0799f6829932f2b57f142daeb4dc5","images/img_0260.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the right terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与图中的电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000193","img_0066","train__d1_autockt_-206_png.rf.b0ec0917b62fc263195fe44aafc7feb0","images/img_0066.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd voltage source from the left and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电压源的上端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000194","img_0066","train__d1_autockt_-206_png.rf.b0ec0917b62fc263195fe44aafc7feb0","images/img_0066.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000195","img_0287","train__d1_autockt_-208_png.rf.5819e4e9a8cfbdbfa84d39b7c1c08181","images/img_0287.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000196","img_0287","train__d1_autockt_-208_png.rf.5819e4e9a8cfbdbfa84d39b7c1c08181","images/img_0287.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000197","img_0366","train__d1_autockt_-214_png.rf.e0c51ef9b7e23fa1f077a6127e010e17","images/img_0366.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd resistor from the left and the right terminal of the 1st current source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的上端与从上到下第1个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000198","img_0366","train__d1_autockt_-214_png.rf.e0c51ef9b7e23fa1f077a6127e010e17","images/img_0366.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd resistor from the left and the upper terminal of the 1st capacitor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的下端与从左到右第1个电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000199","img_0299","train__d1_autockt_-215_png.rf.f13ee742362c583a6267bbfefa2025a6","images/img_0299.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd inductor from the left and the upper terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电感的左端与从左到右第3个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000200","img_0299","train__d1_autockt_-215_png.rf.f13ee742362c583a6267bbfefa2025a6","images/img_0299.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 3rd resistor from the left and the right terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的上端与从左到右第1个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000201","img_0267","train__d1_autockt_-219_png.rf.091b956fd3b071b85dbe70f9f927e549","images/img_0267.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd inductor from the left and the left terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电感的左端与从左到右第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000202","img_0267","train__d1_autockt_-219_png.rf.091b956fd3b071b85dbe70f9f927e549","images/img_0267.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 3rd resistor from the left and the right terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的下端与图中的电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000203","img_0289","train__d1_autockt_-222_png.rf.c001ee31370fbfbccfd7142f387253ae","images/img_0289.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 2nd voltage source from the left and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电压源的右端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000204","img_0289","train__d1_autockt_-222_png.rf.c001ee31370fbfbccfd7142f387253ae","images/img_0289.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd voltage source from the left and the left terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电压源的左端与图中的电感的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000205","img_0341","train__d1_autockt_-227_png.rf.4de4f1238dd146d0b142d3b42a8d4c2f","images/img_0341.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st inductor from the left and the upper terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的右端与从左到右第3个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000206","img_0341","train__d1_autockt_-227_png.rf.4de4f1238dd146d0b142d3b42a8d4c2f","images/img_0341.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd inductor from the left and the right terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电感的上端与从左到右第1个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000207","img_0338","train__d1_autockt_-232_png.rf.1c09a3675234bd688610dfa5f6017e8a","images/img_0338.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the inductor in the diagram and the right terminal of the 2nd current source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的上端与从上到下第2个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000208","img_0338","train__d1_autockt_-232_png.rf.1c09a3675234bd688610dfa5f6017e8a","images/img_0338.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the right terminal of the 2nd current source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与从上到下第2个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000209","img_0172","train__d1_autockt_-236_png.rf.cc4d1a31abbd8a1b32c9a20fd70273d5","images/img_0172.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the top and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第1个电阻的上端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000210","img_0172","train__d1_autockt_-236_png.rf.cc4d1a31abbd8a1b32c9a20fd70273d5","images/img_0172.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd resistor from the top and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电阻的左端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000211","img_0330","train__d1_autockt_-23_png.rf.027bd37e1ba58a5b27e911960f07c89c","images/img_0330.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 3rd resistor from the left and the right terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的下端与图中的电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000212","img_0330","train__d1_autockt_-23_png.rf.027bd37e1ba58a5b27e911960f07c89c","images/img_0330.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000213","img_0284","train__d1_autockt_-243_png.rf.6704bc9dfa27371416ca6de120f025d8","images/img_0284.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd resistor from the top and the right terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电阻的上端与从上到下第1个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000214","img_0284","train__d1_autockt_-243_png.rf.6704bc9dfa27371416ca6de120f025d8","images/img_0284.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the right terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与从上到下第1个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000215","img_0176","train__d1_autockt_-244_png.rf.5b6f7ad75d59e5ba315c758d3a6fd04e","images/img_0176.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the left terminal of the 1st capacitor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与从上到下第1个电容的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000216","img_0176","train__d1_autockt_-244_png.rf.5b6f7ad75d59e5ba315c758d3a6fd04e","images/img_0176.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd resistor from the left and the left terminal of the 2nd capacitor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的下端与从上到下第2个电容的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000217","img_0179","train__d1_autockt_-245_png.rf.93e3c62d7e82b5edba9144be71728272","images/img_0179.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the right terminal of the 2nd resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与从上到下第2个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000218","img_0222","train__d1_autockt_-24_png.rf.2217a96e32b725062bb2929073f00421","images/img_0222.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the capacitor in the diagram and the left terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的上端与从上到下第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000219","img_0222","train__d1_autockt_-24_png.rf.2217a96e32b725062bb2929073f00421","images/img_0222.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000220","img_0391","train__d1_autockt_-250_png.rf.5dc7f96a8499ed821bd95bbf31055c5c","images/img_0391.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd current source from the top and the left terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电流源的左端与从上到下第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000221","img_0391","train__d1_autockt_-250_png.rf.5dc7f96a8499ed821bd95bbf31055c5c","images/img_0391.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd resistor from the top and the right terminal of the 2nd current source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电阻的下端与从上到下第2个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000222","img_0308","train__d1_autockt_-252_png.rf.3dc4b23e2579dd6c511905aac57d667e","images/img_0308.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the 1st capacitor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与从上到下第1个电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000223","img_0308","train__d1_autockt_-252_png.rf.3dc4b23e2579dd6c511905aac57d667e","images/img_0308.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the left terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与从左到右第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000224","img_0136","train__d1_autockt_-253_png.rf.6091c34e8523333a293a94711d8bf430","images/img_0136.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 2nd resistor from the left and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的右端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000225","img_0136","train__d1_autockt_-253_png.rf.6091c34e8523333a293a94711d8bf430","images/img_0136.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 2nd resistor from the left and the left terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的右端与从左到右第3个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000226","img_0103","train__d1_autockt_-25_png.rf.0b8942c3aacc03d778572d69aebb6362","images/img_0103.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the left terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与图中的电感的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000227","img_0103","train__d1_autockt_-25_png.rf.0b8942c3aacc03d778572d69aebb6362","images/img_0103.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd resistor from the left and the left terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的下端与图中的电感的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000228","img_0013","train__d1_autockt_-263_png.rf.4372748f166f2920e2135e789538fdbc","images/img_0013.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the lower terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与图中的电流源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000229","img_0013","train__d1_autockt_-263_png.rf.4372748f166f2920e2135e789538fdbc","images/img_0013.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the current source in the diagram and the lower terminal of the 2nd capacitor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电流源的下端与从左到右第2个电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000230","img_0157","train__d1_autockt_-265_png.rf.bb5e611c809b6047ea7be5abd5ffbfca","images/img_0157.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st voltage source from the left and the left terminal of the 2nd voltage source from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电压源的下端与从左到右第2个电压源的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000231","img_0157","train__d1_autockt_-265_png.rf.bb5e611c809b6047ea7be5abd5ffbfca","images/img_0157.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the upper terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与图中的电感的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000232","img_0190","train__d1_autockt_-266_png.rf.be0b8aff5eb0f00def9fe86afc3e5e7f","images/img_0190.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 2nd capacitor from the top and the right terminal of the 1st capacitor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电容的右端与从上到下第1个电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000233","img_0116","train__d1_autockt_-268_png.rf.cdfe492ad8ddff07feb6f0a2fea450b6","images/img_0116.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the left terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与从上到下第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000234","img_0116","train__d1_autockt_-268_png.rf.cdfe492ad8ddff07feb6f0a2fea450b6","images/img_0116.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the right terminal of the 1st resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与从上到下第1个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
